ID,SCORE,RANK
ID47222589490,0.859799712,1528
ID62112573190,0.859653445,1529
ID97630238811,0.859578679,1530
ID9221047632,0.859494519,1531
ID31373188705,0.85942665,1532
ID50693106674,0.859417177,1533
ID92735094573,0.859245243,1534
ID14020865836,0.85919361,1535
ID94672539129,0.858932205,1536
ID69821786074,0.858910753,1537
ID74172758671,0.858797888,1538
ID31213701251,0.858772452,1539
ID95712315568,0.858757215,1540
ID65265505046,0.85873173,1541
ID51032362995,0.85867517,1542
ID75025034125,0.858594222,1543
ID27234504710,0.858456762,1544
ID35416847251,0.858443758,1545
ID64739148954,0.858160221,1546
ID17696439389,0.85808561,1547
ID42830597675,0.858074853,1548
ID70076811625,0.857995891,1549
ID12309732433,0.857905505,1550
ID26079633750,0.857893262,1551
ID24907747760,0.857873347,1552
ID45056718376,0.85784735,1553
ID93784710203,0.857825419,1554
ID938867312,0.857663553,1555
ID75784343097,0.857566301,1556
ID20797209544,0.857437148,1557
ID34942349342,0.857232751,1558
ID85853972093,0.857221882,1559
ID54194341858,0.857164564,1560
ID48756321542,0.857078804,1561
ID87070996261,0.856770409,1562
ID60238171117,0.856685036,1563
ID7222207452,0.856599013,1564
ID87736335996,0.856124977,1565
ID68986749494,0.856107204,1566
ID6044827404,0.8560036,1567
ID53255714733,0.855866517,1568
ID96887241209,0.855809632,1569
ID70451820069,0.855660909,1570
ID61351330839,0.855496267,1571
ID69161293408,0.855184015,1572
ID80889484603,0.855170701,1573
ID73212921187,0.85483581,1574
ID64814976400,0.854505658,1575
ID67614867569,0.854213001,1576
ID94162305255,0.854163535,1577
ID10820020041,0.853789539,1578
ID34131658465,0.853725294,1579
ID83072951986,0.853666584,1580
ID94472977563,0.853592108,1581
ID12951943377,0.853526283,1582
ID23840777819,0.853304112,1583
ID6246871643,0.853228126,1584
ID22362152264,0.853108895,1585
ID29920460018,0.85300348,1586
ID18202548296,0.852981684,1587
ID58425211654,0.852955711,1588
ID70805622856,0.852877304,1589
ID80165510010,0.852836695,1590
ID1820011065,0.852800752,1591
ID83449650874,0.852784721,1592
ID95306694179,0.852661588,1593
ID10500445640,0.852357065,1594
ID41289942125,0.852152906,1595
ID50229907850,0.85203433,1596
ID10146623808,0.8518728,1597
ID75494036579,0.851513474,1598
ID23272176097,0.851460753,1599
ID25386136409,0.851281989,1600
ID82153939121,0.851142896,1601
ID81501217969,0.851035219,1602
ID54244268431,0.850994099,1603
ID94036119055,0.850816124,1604
ID54630734051,0.85069642,1605
ID16492234224,0.850669389,1606
ID4128565641,0.85065718,1607
ID29613298098,0.850639498,1608
ID16721389636,0.850632642,1609
ID28565129231,0.850600796,1610
ID57988947237,0.850597547,1611
ID435621058,0.850550281,1612
ID18275897399,0.85052767,1613
ID41031739973,0.850389455,1614
ID50621137279,0.850264305,1615
ID66293917580,0.85013043,1616
ID88694608951,0.850054482,1617
ID45987622554,0.850042568,1618
ID73331798973,0.849899454,1619
ID82591133277,0.849875395,1620
ID11751385457,0.849869778,1621
ID58383829825,0.849840237,1622
ID61870019818,0.849731022,1623
ID37199004198,0.849731022,1623
ID44040914598,0.849731022,1623
ID15354543884,0.849731022,1623
ID70712810880,0.849719317,1627
ID33763843837,0.84965246,1628
ID53993850366,0.849380166,1629
ID46978610589,0.849305973,1630
ID61679948755,0.849281094,1631
ID63846270350,0.849103498,1632
ID27218070266,0.849072403,1633
ID3316550004,0.84906792,1634
ID26875588962,0.848871108,1635
ID98691239114,0.848745125,1636
ID56752550209,0.848401648,1637
ID93131077379,0.848375467,1638
ID63505458255,0.848084119,1639
ID69640074889,0.847888704,1640
ID5437348366,0.847785214,1641
ID10856780182,0.847770532,1642
ID40989336437,0.847705387,1643
ID94549847345,0.847650793,1644
ID2433056990,0.847510883,1645
ID29880463485,0.847447796,1646
ID49937994382,0.84732392,1647
ID96412311585,0.847099822,1648
ID51008460834,0.846755345,1649
ID71503835437,0.846700119,1650
ID77555960732,0.846695577,1651
ID46845459075,0.846395044,1652
ID21013736548,0.846325163,1653
ID60700482065,0.84625487,1654
ID80002498943,0.846026301,1655
ID63194493420,0.845936686,1656
ID44823886195,0.845628293,1657
ID78072616261,0.845581842,1658
ID11676606727,0.84552203,1659
ID84613810472,0.845380351,1660
ID682412833,0.845334379,1661
ID79427360687,0.84520757,1662
ID22751308103,0.845146683,1663
ID17426278077,0.844892237,1664
ID91797709088,0.844621663,1665
ID56123075939,0.844580443,1666
ID40354165267,0.844516494,1667
ID43451135160,0.844343134,1668
ID6594609379,0.844305657,1669
ID24080262903,0.844300211,1670
ID37575151276,0.844241106,1671
ID3209178709,0.84415675,1672
ID47151799894,0.843398517,1673
ID39002799586,0.843277987,1674
ID82885589861,0.843217585,1675
ID39395369235,0.843207668,1676
ID62728326144,0.843160751,1677
ID40100467875,0.843031602,1678
ID26985045907,0.843023437,1679
ID8441562814,0.842597835,1680
ID32279304895,0.842248304,1681
ID89635652438,0.842123617,1682
ID54854645419,0.842055654,1683
ID3086360033,0.842032628,1684
ID8260723812,0.841892142,1685
ID55778306934,0.841869338,1686
ID81209338494,0.841848143,1687
ID11866931855,0.841747702,1688
ID76625989832,0.841717609,1689
ID955858128,0.841692094,1690
ID25853212189,0.841626716,1691
ID94950876755,0.84161713,1692
ID75400319870,0.841037973,1693
ID3910569429,0.840962846,1694
ID56587510908,0.840519802,1695
ID53316116963,0.840342626,1696
ID28853407003,0.840260657,1697
ID16809326883,0.840257296,1698
ID72167680166,0.840212834,1699
ID41991371727,0.840081128,1700
ID33012143956,0.840010596,1701
ID37654828856,0.84000493,1702
ID56670487838,0.839639543,1703
ID63184086635,0.839418714,1704
ID30448746462,0.83940432,1705
ID52045743284,0.839004507,1706
ID34105873030,0.838816643,1707
ID55875378034,0.838768032,1708
ID16803950172,0.838678021,1709
ID75955765310,0.838626364,1710
ID35443543333,0.838622562,1711
ID83484412861,0.838556129,1712
ID28882556794,0.838464853,1713
ID98442250489,0.838363973,1714
ID86806483420,0.838270427,1715
ID4667635776,0.83800507,1716
ID29815711467,0.837978697,1717
ID49464834131,0.837968372,1718
ID78772907461,0.837919789,1719
ID19830807261,0.837870849,1720
ID80917226048,0.837863795,1721
ID49393436941,0.837717145,1722
ID39653603471,0.837664702,1723
ID74636932031,0.837487259,1724
ID47888483408,0.837272344,1725
ID63698539865,0.837266647,1726
ID6938086825,0.837170798,1727
ID65942267266,0.837129457,1728
ID9413864654,0.836860063,1729
ID64000557905,0.836622807,1730
ID60927814506,0.836460259,1731
ID3939292395,0.836328145,1732
ID7572233075,0.836255904,1733
ID87671734526,0.836189053,1734
ID64203490672,0.836052361,1735
ID61043443000,0.836014427,1736
ID55751374343,0.835772182,1737
ID49249699827,0.835581486,1738
ID64684374334,0.835357642,1739
ID66494100990,0.835230506,1740
ID83476808566,0.835183783,1741
ID95714214628,0.835106416,1742
ID61395633016,0.834955277,1743
ID67026551005,0.834955277,1743
ID65753288597,0.834955277,1743
ID16826407200,0.834941954,1746
ID59472360396,0.83486175,1747
ID12558908347,0.834817797,1748
ID51997422637,0.834678803,1749
ID24402497394,0.834388653,1750
ID97897372952,0.834345688,1751
ID29506024918,0.834345688,1751
ID27474305512,0.834155941,1753
ID79348532193,0.834153016,1754
ID25174951425,0.834101043,1755
ID70897436920,0.833989995,1756
ID32406469123,0.83387534,1757
ID8914694101,0.833632958,1758
ID68656728169,0.833583499,1759
ID928736757,0.83341126,1760
ID59628158556,0.833397272,1761
ID67227961945,0.833347951,1762
ID36346737219,0.833076857,1763
ID68141345106,0.833075927,1764
ID22939433028,0.832887678,1765
ID99130572098,0.832738761,1766
ID62820504355,0.832644917,1767
ID73637044603,0.832444714,1768
ID46520205562,0.832435091,1769
ID80226329611,0.832013042,1770
ID69305196622,0.831796305,1771
ID24918678367,0.831685306,1772
ID26324058895,0.831648201,1773
ID88650134107,0.831399933,1774
ID12917921139,0.831317204,1775
ID90373001988,0.831141418,1776
ID91299436889,0.831069384,1777
ID19003516956,0.830984657,1778
ID53922422069,0.830377575,1779
ID70279394495,0.830300791,1780
ID48313559381,0.830075471,1781
ID61895053024,0.830023781,1782
ID96800364599,0.829995915,1783
ID97544866566,0.829908958,1784
ID63429321750,0.829908958,1784
ID98270379844,0.829908958,1784
ID46111132226,0.829785657,1787
ID12532444723,0.829346447,1788
ID3774436704,0.829337681,1789
ID26219075790,0.829224046,1790
ID14464028465,0.829186983,1791
ID40747197689,0.828996301,1792
ID28370703863,0.828967952,1793
ID87166024505,0.828881262,1794
ID44702924808,0.828881262,1794
ID98835412226,0.828747873,1796
ID92376777619,0.828746469,1797
ID22646590658,0.828598773,1798
ID90933306324,0.82837926,1799
ID38088027172,0.828298495,1800
ID17857392652,0.827943161,1801
ID48025364497,0.827931393,1802
ID50844079233,0.827805808,1803
ID71274886453,0.827708052,1804
ID15742868238,0.827417008,1805
ID43327557688,0.827395125,1806
ID33901856808,0.827377658,1807
ID22309063525,0.826987094,1808
ID30945336879,0.826924461,1809
ID8348762899,0.826845432,1810
ID912380777,0.826831269,1811
ID43489211492,0.826829252,1812
ID2947342629,0.82650798,1813
ID34846169797,0.826208043,1814
ID46037101627,0.825931497,1815
ID85313744603,0.825524192,1816
ID59721232000,0.825397355,1817
ID52719160147,0.825389904,1818
ID92396674487,0.824989107,1819
ID59903779933,0.824970575,1820
ID21048451830,0.824666508,1821
ID60299395052,0.824547275,1822
ID74284282454,0.824526429,1823
ID9936256757,0.824521237,1824
ID15710841685,0.824101855,1825
ID68238394413,0.82389825,1826
ID50192192220,0.823789453,1827
ID45981985677,0.823618989,1828
ID70904393853,0.823404531,1829
ID17460403878,0.8232774,1830
ID51979266643,0.822770096,1831
ID13984294987,0.82257571,1832
ID79532908545,0.822456136,1833
ID22147275983,0.821846669,1834
ID32244460625,0.821821218,1835
ID95435092596,0.821802005,1836
ID31989980829,0.821694766,1837
ID64913267672,0.821613685,1838
ID52822657466,0.821497453,1839
ID2880892624,0.821424005,1840
ID70003595282,0.821333895,1841
ID29386270665,0.821216988,1842
ID25280611089,0.820884094,1843
ID39587227273,0.820875298,1844
ID86797199066,0.820759646,1845
ID99899294786,0.820558107,1846
ID99857111228,0.819889367,1847
ID68187012787,0.819537888,1848
ID40488352924,0.819422231,1849
ID5538356120,0.819132804,1850
ID14765391738,0.819131271,1851
ID69371533379,0.818622012,1852
ID61698029638,0.818566566,1853
ID29888124079,0.818545754,1854
ID65464057151,0.818522158,1855
ID67194453658,0.818497668,1856
ID79856166513,0.818293479,1857
ID56354416467,0.81825009,1858
ID89322791103,0.818213972,1859
ID38459847000,0.818180713,1860
ID58779716612,0.818110114,1861
ID46794585346,0.81803645,1862
ID17617152592,0.817938775,1863
ID22542486210,0.817809469,1864
ID92181709591,0.817747783,1865
ID43034338458,0.817709089,1866
ID34565297111,0.81756336,1867
ID80218931511,0.817505571,1868
ID34036954508,0.817297835,1869
ID98139134421,0.816797113,1870
ID14819648729,0.816756586,1871
ID78274307762,0.816548652,1872
ID7452129203,0.816472647,1873
ID39067990444,0.816269686,1874
ID56365733293,0.816192608,1875
ID49924917635,0.816073398,1876
ID2341435943,0.816064794,1877
ID15204109537,0.816041569,1878
ID31825249750,0.815958175,1879
ID39557274309,0.8157761,1880
ID5930088882,0.815277345,1881
ID20808184156,0.815174111,1882
ID56346073493,0.814727058,1883
ID43933559322,0.814473271,1884
ID34079502538,0.814334664,1885
ID76444922935,0.814241687,1886
ID32780157231,0.814184307,1887
ID42005655747,0.814137125,1888
ID90753967264,0.814013574,1889
ID32828356806,0.813972665,1890
ID91311662453,0.813561605,1891
ID90057020909,0.813095009,1892
ID20867969058,0.81286572,1893
ID18743875026,0.812776667,1894
ID40280936304,0.812667667,1895
ID15397164419,0.812538284,1896
ID11594996513,0.812385841,1897
ID47384197240,0.812211715,1898
ID9348676637,0.812016377,1899
ID96245281396,0.811678766,1900
ID95999090977,0.811453555,1901
ID97260137087,0.811423519,1902
ID51757114823,0.811283472,1903
ID77525471932,0.811080338,1904
ID42205201807,0.810541898,1905
ID64583244484,0.810448117,1906
ID57604895791,0.810447789,1907
ID90595038510,0.810410025,1908
ID56245103970,0.81039421,1909
ID14053580963,0.81016564,1910
ID63480961911,0.809846436,1911
ID31164456406,0.809562967,1912
ID37709880125,0.809468039,1913
ID33990193546,0.809451827,1914
ID65057479061,0.80905221,1915
ID69331989655,0.808945058,1916
ID3832995939,0.808818242,1917
ID82368151183,0.808760354,1918
ID36000034369,0.808754224,1919
ID47106398803,0.808701574,1920
ID77481502563,0.808517148,1921
ID7993722151,0.808467296,1922
ID70763423140,0.808408383,1923
ID32496060865,0.807928628,1924
ID38998100459,0.807892219,1925
ID71719025807,0.807773539,1926
ID53689078685,0.807770438,1927
ID61007079324,0.807740015,1928
ID56104116540,0.80772362,1929
ID47238507516,0.807469822,1930
ID95860379513,0.807363249,1931
ID16003712134,0.807333759,1932
ID87570167885,0.807294173,1933
ID10006701904,0.807248037,1934
ID7278607369,0.807221989,1935
ID95256679316,0.806906109,1936
ID14836707904,0.80689031,1937
ID74293374118,0.806769184,1938
ID95247627047,0.80650598,1939
ID50170341064,0.806233407,1940
ID47980888163,0.806223603,1941
ID39056907845,0.806100336,1942
ID55931525004,0.805955571,1943
ID70107921804,0.8053968,1944
ID70374621669,0.805096779,1945
ID61914279806,0.804855149,1946
ID83100915645,0.804639277,1947
ID42668532041,0.804637274,1948
ID86469427024,0.804263671,1949
ID88274091430,0.80424351,1950
ID92399764755,0.804217577,1951
ID19858318483,0.804178407,1952
ID49872701731,0.80412259,1953
ID79217205326,0.804077591,1954
ID25319671735,0.804002104,1955
ID27025648824,0.803598415,1956
ID21011118088,0.803591861,1957
ID30016143727,0.803523274,1958
ID5634657249,0.80351571,1959
ID19024026775,0.803335362,1960
ID38675396395,0.80332615,1961
ID73484491777,0.802936294,1962
ID9535230374,0.8029248,1963
ID68323118737,0.802923262,1964
ID38059257919,0.802779774,1965
ID20356911616,0.802767618,1966
ID61779630212,0.802606078,1967
ID8655001739,0.802512801,1968
ID60071687754,0.802473377,1969
ID24441225325,0.802167948,1970
ID79713782006,0.802147764,1971
ID64956067625,0.801710847,1972
ID44887681978,0.800939306,1973
ID34571461302,0.800928571,1974
ID85451621043,0.800758223,1975
ID84617350755,0.800442789,1976
ID51068638708,0.800338076,1977
ID13576975052,0.800323456,1978
ID82549064738,0.800216436,1979
ID28022294225,0.800169243,1980
ID76727703901,0.800124834,1981
ID61189668141,0.799955413,1982
ID47821526344,0.799541476,1983
ID32909180099,0.79944304,1984
ID56140310157,0.799334164,1985
ID81177650197,0.799294358,1986
ID61001458559,0.799119143,1987
ID95786402931,0.799110917,1988
ID6508021525,0.798394942,1989
ID72896678686,0.798365591,1990
ID32428814392,0.798240648,1991
ID5747615595,0.798224731,1992
ID18177776326,0.798115361,1993
ID24907427665,0.797805151,1994
ID51521121036,0.797721231,1995
ID25963984069,0.79765872,1996
ID40984438425,0.797655784,1997
ID64338738221,0.797631382,1998
ID54851949147,0.797352698,1999
ID87217832909,0.797065971,2000
ID87324469670,0.796842371,2001
ID80009875297,0.79663035,2002
ID688890088,0.796614195,2003
ID71451666053,0.796573366,2004
ID32376845987,0.796545764,2005
ID25395765027,0.796494572,2006
ID65705268022,0.796478521,2007
ID499147083,0.796421627,2008
ID36364671744,0.796396225,2009
ID79296706514,0.79631218,2010
ID70365377781,0.796270833,2011
ID30299569727,0.796178783,2012
ID11962862318,0.796071015,2013
ID34588726393,0.795982902,2014
ID61485231277,0.795647866,2015
ID84972338231,0.79557578,2016
ID70420679296,0.795531497,2017
ID34474320818,0.795284074,2018
ID84050221314,0.794757429,2019
ID73836257575,0.794528682,2020
ID66966330198,0.794158317,2021
ID23825195722,0.794157271,2022
ID9283686061,0.793970848,2023
ID92030933309,0.793951865,2024
ID3252258805,0.793854905,2025
ID21507451134,0.793567691,2026
ID15576102964,0.793410113,2027
ID37200909125,0.793359628,2028
ID75066030060,0.793309779,2029
ID81818634915,0.793240219,2030
ID91904885271,0.793103914,2031
ID96420455396,0.793041018,2032
ID16547001859,0.792914955,2033
ID71880219537,0.792765989,2034
ID1601386024,0.79274937,2035
ID84827364787,0.792711003,2036
ID53917720380,0.792649211,2037
ID41725912290,0.792428565,2038
ID70782634183,0.792120508,2039
ID73823936038,0.792083462,2040
ID91859739828,0.792077417,2041
ID68538661798,0.791941391,2042
ID18175203268,0.791876825,2043
ID60413030516,0.791712753,2044
ID53075014032,0.791695858,2045
ID79158643437,0.791509118,2046
ID68031271485,0.791048562,2047
ID71362914317,0.790677452,2048
ID22150681271,0.790596661,2049
ID91779312673,0.790496806,2050
ID90530553083,0.790489964,2051
ID87848174286,0.790419672,2052
ID48961901315,0.790408407,2053
ID73991104017,0.790328497,2054
ID78235538479,0.790119873,2055
ID90320152505,0.790106443,2056
ID81785960393,0.789944916,2057
ID91472823029,0.789811067,2058
ID56183650324,0.789696377,2059
ID29633348029,0.789031815,2060
ID79881357019,0.788780409,2061
ID44569635924,0.788769851,2062
ID2152828314,0.788736589,2063
ID49922568281,0.788684317,2064
ID21654833304,0.788421303,2065
ID3351484473,0.788214164,2066
ID14081245387,0.788126486,2067
ID52803108213,0.787722213,2068
ID72305664407,0.787371974,2069
ID93796940610,0.787095605,2070
ID42931886875,0.787042754,2071
ID6717155224,0.786997264,2072
ID74485461821,0.786954012,2073
ID6362851339,0.786766642,2074
ID9537098887,0.786714544,2075
ID2642717912,0.786193782,2076
ID76613530831,0.785768192,2077
ID65503625695,0.785666558,2078
ID90124241537,0.785390507,2079
ID15360553523,0.785205453,2080
ID77583924391,0.785130538,2081
ID22624679758,0.785047464,2082
ID94984205670,0.784709196,2083
ID82670250666,0.784409761,2084
ID98890874906,0.783879463,2085
ID79776101922,0.783752714,2086
ID92347358955,0.783746143,2087
ID36146051779,0.783709277,2088
ID39217469673,0.783697586,2089
ID45159985052,0.783578592,2090
ID12759049149,0.783502758,2091
ID84867995690,0.783463485,2092
ID91569940229,0.783351459,2093
ID86189731204,0.783320517,2094
ID7699739377,0.783261653,2095
ID25431342574,0.783248901,2096
ID56629180468,0.783219041,2097
ID72561238274,0.783195604,2098
ID86047591355,0.783131385,2099
ID76920873521,0.783090306,2100
ID80070145232,0.782807896,2101
ID31209304244,0.782765748,2102
ID39663591673,0.782765748,2102
ID40242525721,0.782763534,2104
ID54653306004,0.782241691,2105
ID19410313442,0.782235211,2106
ID35586811618,0.782169135,2107
ID96452053122,0.782133529,2108
ID61959302500,0.782110263,2109
ID29736721203,0.782091031,2110
ID69922754759,0.781763398,2111
ID83198097293,0.781733973,2112
ID77776800458,0.781647175,2113
ID87581156840,0.781554382,2114
ID45890844401,0.781287317,2115
ID31459721658,0.781009986,2116
ID87231348914,0.780883541,2117
ID45323054467,0.780729734,2118
ID47585320634,0.780466083,2119
ID2019399358,0.780412086,2120
ID42767540012,0.780265687,2121
ID21318730721,0.780204851,2122
ID15915304662,0.780134922,2123
ID61698512249,0.780082007,2124
ID96039819762,0.780027341,2125
ID16369724607,0.780002201,2126
ID681115687,0.779869226,2127
ID42953770953,0.779698945,2128
ID43693575562,0.779439686,2129
ID29770597037,0.779292392,2130
ID61653118609,0.779199425,2131
ID34591607579,0.77919524,2132
ID62992104544,0.778931546,2133
ID95443208653,0.778760814,2134
ID2950727801,0.778612584,2135
ID85844645130,0.778519353,2136
ID87563938455,0.77835349,2137
ID74052801669,0.778347122,2138
ID50758600212,0.777994834,2139
ID60327712847,0.777826876,2140
ID87723067071,0.777826876,2140
ID73498282615,0.777826876,2140
ID58436698354,0.777826876,2140
ID9127832301,0.777826876,2140
ID57520358943,0.777800449,2145
ID4464211456,0.777499182,2146
ID35784321900,0.777263123,2147
ID6147499105,0.777223741,2148
ID27014281799,0.776568462,2149
ID19767886176,0.776566997,2150
ID47700365329,0.776431203,2151
ID59050570874,0.776200711,2152
ID21483595446,0.776176703,2153
ID36027713090,0.775905084,2154
ID92176777120,0.775833645,2155
ID46358822540,0.775816393,2156
ID79054510630,0.775605863,2157
ID4030630460,0.775399665,2158
ID92523469260,0.774869823,2159
ID26385191793,0.774697783,2160
ID34358921337,0.774486069,2161
ID34546494500,0.774372523,2162
ID40761391790,0.773974563,2163
ID73327544132,0.77384572,2164
ID95074341211,0.773843429,2165
ID70365937040,0.773616443,2166
ID15881912510,0.773547216,2167
ID10242281020,0.773339807,2168
ID4477073626,0.773040509,2169
ID16517956981,0.772976886,2170
ID58110136332,0.772976886,2170
ID32436268279,0.772976886,2170
ID18166410791,0.772967066,2173
ID64286834962,0.772692383,2174
ID29201909727,0.772570538,2175
ID29706320972,0.772075908,2176
ID58386499834,0.77204487,2177
ID15740265471,0.771580706,2178
ID83518445763,0.771497768,2179
ID88087504444,0.77143291,2180
ID79224317790,0.771351466,2181
ID23608546668,0.771269316,2182
ID89127574157,0.771185864,2183
ID89439175598,0.771102023,2184
ID11222826275,0.771074897,2185
ID54602012156,0.770894334,2186
ID73259979846,0.770883795,2187
ID15943130345,0.770788074,2188
ID76562985766,0.770761703,2189
ID43024006738,0.770463624,2190
ID11038511577,0.77035626,2191
ID60379337314,0.770025953,2192
ID74314650229,0.769944671,2193
ID61017263057,0.769870129,2194
ID67375334104,0.76984827,2195
ID97809252188,0.769729074,2196
ID20629276857,0.769691432,2197
ID26198753167,0.768767343,2198
ID17064200535,0.768641006,2199
ID85039021067,0.768429985,2200
ID66498461024,0.768371668,2201
ID50557640590,0.768328908,2202
ID33133386929,0.768324405,2203
ID94306964564,0.76783715,2204
ID97777266892,0.767806822,2205
ID39489552164,0.767740457,2206
ID88189230108,0.767686892,2207
ID55620612369,0.767584141,2208
ID38956234994,0.767577354,2209
ID7069242981,0.767310434,2210
ID92805723749,0.766599762,2211
ID20794812599,0.766443812,2212
ID72989495551,0.766380292,2213
ID78835460859,0.765908412,2214
ID9857122325,0.765117538,2215
ID97250263484,0.764699821,2216
ID92300950266,0.76463118,2217
ID54191451731,0.764518702,2218
ID72549677673,0.764512489,2219
ID8101201061,0.76437913,2220
ID34789717818,0.764301001,2221
ID28376374220,0.764289957,2222
ID13601313072,0.764055411,2223
ID53756742902,0.763891061,2224
ID26066604408,0.763784725,2225
ID85235490549,0.763389555,2226
ID41550783599,0.762698891,2227
ID9554230565,0.762446183,2228
ID81079797857,0.762103743,2229
ID49445072677,0.762006759,2230
ID25675927487,0.761970255,2231
ID71927872240,0.761288175,2232
ID3945706507,0.761243451,2233
ID98108403290,0.761130887,2234
ID66125422653,0.760959657,2235
ID45305073422,0.760867041,2236
ID6149555093,0.760861794,2237
ID91781975325,0.760791072,2238
ID16794570450,0.760485618,2239
ID21608058699,0.760372719,2240
ID6727620589,0.7603403,2241
ID66378939788,0.7603403,2241
ID85211883664,0.760271973,2243
ID27814033919,0.760266706,2244
ID27349491709,0.760122798,2245
ID1773119811,0.759952416,2246
ID9496116642,0.759819757,2247
ID85109616017,0.75981797,2248
ID95246989603,0.759673965,2249
ID88683338132,0.758878046,2250
ID54179550266,0.758878046,2250
ID69512987821,0.758727257,2252
ID68259289147,0.758653382,2253
ID12542192317,0.757888653,2254
ID78374489386,0.757741407,2255
ID84157740689,0.757608163,2256
ID2963191551,0.757459991,2257
ID81843519668,0.757456346,2258
ID33808262615,0.757412084,2259
ID54942407857,0.757393727,2260
ID48766528046,0.75711216,2261
ID55655290957,0.756812762,2262
ID16837631592,0.756801378,2263
ID38500426774,0.756776153,2264
ID65015358182,0.756403471,2265
ID21093836715,0.755915364,2266
ID21191699067,0.755895832,2267
ID81195523674,0.755548431,2268
ID22311101305,0.755548431,2268
ID35919869987,0.755548431,2268
ID30384134515,0.755548431,2268
ID45089453805,0.755495589,2272
ID22047755272,0.755366221,2273
ID60581416990,0.755076774,2274
ID99184494930,0.755017488,2275
ID16061220604,0.755002188,2276
ID75949298066,0.754990192,2277
ID46343805522,0.754842208,2278
ID90188941122,0.75476176,2279
ID81911307052,0.754732377,2280
ID99834577180,0.754721683,2281
ID20321785295,0.754449376,2282
ID57121477535,0.754419759,2283
ID22421354717,0.753890977,2284
ID20090775154,0.753853691,2285
ID24523724207,0.753551432,2286
ID73985930426,0.753469046,2287
ID40849093180,0.753438817,2288
ID69967628768,0.753349006,2289
ID92624368235,0.752589259,2290
ID74518477718,0.752323656,2291
ID36363601561,0.752172482,2292
ID11789494246,0.751957755,2293
ID64760098822,0.751928774,2294
ID3876817554,0.75187949,2295
ID71516292342,0.75187949,2295
ID79079648889,0.75187949,2295
ID55420386258,0.75187949,2295
ID56753090981,0.751668664,2299
ID19776408476,0.75156011,2300
ID57109205730,0.751049821,2301
ID93551739721,0.751022477,2302
ID33187735422,0.750865013,2303
ID27230867989,0.750796991,2304
ID44973365983,0.750761604,2305
ID10213558287,0.750321742,2306
ID52174938447,0.750296257,2307
ID83453683221,0.750279745,2308
ID13717341475,0.750275565,2309
ID42212386355,0.749942851,2310
ID66903222243,0.749932597,2311
ID79348842231,0.749750587,2312
ID70090890522,0.749583944,2313
ID97512172114,0.749346035,2314
ID23347070265,0.74874946,2315
ID5865448809,0.748257967,2316
ID77196334990,0.747875703,2317
ID17943908142,0.747849102,2318
ID15339707916,0.747813176,2319
ID14566135133,0.747309324,2320
ID87795271765,0.747254021,2321
ID40921947611,0.747225903,2322
ID21008924544,0.747096605,2323
ID21693505589,0.747095485,2324
ID26135420299,0.746806817,2325
ID18109586098,0.746238433,2326
ID69717403068,0.745964504,2327
ID9825539407,0.745944615,2328
ID38602866576,0.745889346,2329
ID57927306815,0.745756177,2330
ID25610474322,0.745613423,2331
ID98581557114,0.745595994,2332
ID40185914253,0.745434613,2333
ID24703249020,0.74501734,2334
ID43509357629,0.744713641,2335
ID90593617544,0.744680768,2336
ID2565720632,0.744582371,2337
ID21517038681,0.744480664,2338
ID8850706559,0.744333013,2339
ID50325309508,0.744079868,2340
ID26901287644,0.743875766,2341
ID40358094563,0.743875766,2341
ID25125695683,0.743814181,2343
ID53334306158,0.743377301,2344
ID49430151539,0.743019842,2345
ID16148400314,0.743003937,2346
ID43077011286,0.742984591,2347
ID93081250457,0.74295064,2348
ID56060426102,0.742222533,2349
ID6881555731,0.74211769,2350
ID95656848789,0.741973991,2351
ID5673810842,0.741675225,2352
ID44483683791,0.741489948,2353
ID6036356327,0.741344233,2354
ID40180664202,0.741045946,2355
ID52077569324,0.73992655,2356
ID76737566048,0.739647073,2357
ID11053307685,0.739121874,2358
ID84306976098,0.738865284,2359
ID16764110660,0.738678888,2360
ID80905313222,0.738210939,2361
ID28292983597,0.738061351,2362
ID75450070703,0.738008638,2363
ID59567342772,0.737674654,2364
ID92421690417,0.737431333,2365
ID29338037888,0.736873871,2366
ID15459095181,0.736484839,2367
ID89243402327,0.736132949,2368
ID15475015116,0.735707295,2369
ID81253146604,0.735617003,2370
ID43121666201,0.735596907,2371
ID10841631940,0.735505534,2372
ID6589096973,0.735495993,2373
ID25550471863,0.735374189,2374
ID74078329081,0.735360655,2375
ID3864716460,0.735225465,2376
ID62951707683,0.735221429,2377
ID37870983005,0.734879686,2378
ID83693321460,0.734607525,2379
ID75922823220,0.734370758,2380
ID16686946254,0.734348142,2381
ID77029952908,0.734262524,2382
ID55540002768,0.734093053,2383
ID11203177651,0.733983766,2384
ID67693280739,0.733477667,2385
ID90253505478,0.733477667,2385
ID80173672353,0.733477667,2385
ID23537000791,0.733477667,2385
ID9518784940,0.733477667,2385
ID45770590401,0.733291074,2390
ID71818047655,0.733088666,2391
ID18259977324,0.732981264,2392
ID67365472795,0.732883725,2393
ID7055990261,0.732607427,2394
ID97372628933,0.732473705,2395
ID12830041774,0.732408447,2396
ID28470637941,0.732031889,2397
ID88397084962,0.731643591,2398
ID19564955550,0.731539049,2399
ID56561072336,0.731426842,2400
ID35705473476,0.731392019,2401
